age,job,marital,education,default,balance,housing,loan,campaign,day,month,duration,y
32,technician,married,secondary,no,79,yes,no,4,25,aug,417,no
46,blue-collar,married,primary,no,575,no,no,3,25,aug,129,no
38,technician,divorced,secondary,no,631,yes,no,2,25,aug,343,no
44,management,divorced,tertiary,no,96,no,no,2,25,aug,119,no
42,technician,divorced,tertiary,no,343,no,no,4,25,aug,87,no
46,blue-collar,married,secondary,no,519,yes,no,6,25,aug,217,no
45,blue-collar,married,secondary,no,221,no,yes,4,25,aug,153,no
49,blue-collar,married,secondary,no,1860,no,no,3,25,aug,150,no
42,management,single,tertiary,no,0,no,no,4,25,aug,129,no
54,housemaid,married,primary,no,470,no,no,6,25,aug,104,no
47,technician,married,tertiary,no,52,no,no,5,25,aug,93,no
54,blue-collar,married,primary,no,211,no,no,6,25,aug,160,no
43,technician,married,secondary,no,246,no,no,6,25,aug,113,no
52,management,single,tertiary,no,597,no,no,4,25,aug,84,no
33,management,single,tertiary,no,-2,no,yes,6,25,aug,147,no
49,housemaid,married,primary,no,-75,no,yes,4,25,aug,125,no
60,retired,married,tertiary,no,0,no,no,3,25,aug,101,no
32,management,married,tertiary,no,1232,no,no,4,25,aug,97,no
30,technician,single,secondary,no,175,no,no,4,25,aug,167,no
34,technician,married,secondary,no,545,yes,no,4,25,aug,96,no
37,technician,married,secondary,no,5380,no,no,6,25,aug,123,no
36,management,married,tertiary,no,46,no,no,4,25,aug,84,no
39,management,single,tertiary,no,0,no,no,5,25,aug,342,no
33,housemaid,married,primary,no,2054,no,no,6,25,aug,472,yes
49,management,divorced,tertiary,no,112,no,no,10,25,aug,62,no
47,technician,married,secondary,no,1990,yes,yes,4,25,aug,108,no
46,management,married,secondary,no,0,no,no,10,25,aug,67,no
33,management,single,tertiary,no,369,no,no,10,25,aug,143,no
43,housemaid,married,primary,no,0,yes,no,3,25,aug,152,no
54,self-employed,married,secondary,no,745,no,yes,6,25,aug,110,no
39,technician,single,tertiary,no,-41,no,yes,15,25,aug,40,no
58,blue-collar,married,primary,no,0,no,no,5,25,aug,176,no
59,technician,married,secondary,no,283,no,no,4,25,aug,272,no
51,housemaid,married,secondary,no,603,no,no,3,25,aug,122,no
40,technician,married,secondary,no,214,no,no,6,25,aug,59,no
56,management,single,tertiary,no,3694,no,no,4,25,aug,57,no
41,management,divorced,tertiary,yes,-68,yes,yes,22,25,aug,463,no
30,management,single,tertiary,no,171,no,no,4,25,aug,301,no
45,self-employed,married,secondary,no,-124,no,no,4,25,aug,343,no
35,technician,single,tertiary,no,2650,no,no,8,25,aug,133,no
33,management,married,tertiary,no,584,yes,no,5,25,aug,508,no
49,housemaid,married,secondary,no,905,no,no,4,25,aug,102,no
45,technician,single,secondary,no,21,yes,no,3,25,aug,72,no
37,technician,married,tertiary,no,905,yes,no,7,25,aug,111,no
59,blue-collar,married,primary,no,-546,no,no,6,25,aug,1152,yes
54,housemaid,married,primary,no,182,no,no,4,25,aug,284,no
38,management,married,tertiary,no,1463,yes,no,4,25,aug,425,no
35,management,divorced,tertiary,no,29,no,no,4,25,aug,157,no
33,technician,married,tertiary,no,74,no,no,4,25,aug,116,no
37,unemployed,divorced,tertiary,no,1085,no,no,4,25,aug,146,no
30,management,married,tertiary,no,42,no,no,6,25,aug,115,no
52,technician,married,secondary,no,3431,no,no,4,25,aug,72,no
45,admin.,married,secondary,no,309,no,no,4,25,aug,72,no
33,technician,married,secondary,no,0,no,no,2,25,aug,72,no
34,technician,married,tertiary,no,11126,no,no,4,25,aug,140,no
36,technician,single,secondary,no,351,no,no,3,25,aug,88,no
49,technician,married,secondary,no,626,yes,no,4,25,aug,90,no
54,blue-collar,married,secondary,no,497,yes,no,4,25,aug,150,no
33,unemployed,single,secondary,no,0,yes,yes,2,25,aug,159,no
54,blue-collar,married,secondary,no,2059,yes,no,4,25,aug,177,no
58,blue-collar,married,primary,no,5188,yes,no,6,25,aug,606,yes
33,technician,married,secondary,no,430,no,no,2,25,aug,250,no
36,technician,married,secondary,no,0,no,no,2,25,aug,248,no
30,management,married,tertiary,no,604,no,no,2,25,aug,132,no
36,management,divorced,tertiary,no,2397,no,no,9,25,aug,93,no
44,management,married,tertiary,no,-68,no,yes,4,25,aug,121,no
39,technician,married,secondary,no,3825,no,yes,6,25,aug,94,no
55,management,single,tertiary,no,43074,yes,no,6,25,aug,92,no
55,management,divorced,tertiary,no,407,yes,yes,8,25,aug,65,no
34,technician,married,secondary,no,2,yes,no,4,25,aug,324,no
47,services,married,secondary,no,756,no,no,4,25,aug,154,no
35,technician,divorced,secondary,no,0,no,no,4,25,aug,124,no
41,management,married,tertiary,no,51,no,no,8,25,aug,140,no
54,blue-collar,married,secondary,no,983,no,no,6,25,aug,54,no
39,technician,divorced,secondary,no,130,yes,no,18,25,aug,14,no
33,technician,married,tertiary,no,463,no,no,7,25,aug,390,no
33,technician,single,tertiary,no,49,no,no,3,25,aug,476,no
45,admin.,married,secondary,no,356,no,no,6,25,aug,42,no
50,management,married,tertiary,no,3327,no,no,7,25,aug,74,no
30,management,married,tertiary,no,144,yes,no,17,25,aug,23,no
52,services,married,secondary,no,-298,no,no,4,25,aug,228,no
52,unknown,married,secondary,no,142,no,no,6,25,aug,112,no
34,management,married,tertiary,no,169,no,no,4,25,aug,115,no
55,management,married,tertiary,no,740,no,no,3,25,aug,57,no
42,self-employed,married,tertiary,no,1385,no,no,19,25,aug,15,no
46,management,married,tertiary,no,-3,no,no,4,25,aug,728,no
30,technician,single,tertiary,no,-266,no,yes,4,25,aug,66,no
53,services,married,secondary,no,1461,no,no,6,25,aug,262,no
33,technician,single,secondary,no,291,no,no,6,25,aug,72,no
31,management,married,tertiary,no,2652,no,no,9,25,aug,9,no
31,management,single,tertiary,no,0,no,no,16,25,aug,11,no
31,management,single,tertiary,no,0,no,no,12,25,aug,9,no
59,retired,married,unknown,no,0,no,no,4,25,aug,213,no
30,technician,married,tertiary,no,3418,no,no,7,25,aug,211,no
39,entrepreneur,married,tertiary,no,0,no,no,10,25,aug,422,no
46,technician,married,secondary,no,518,no,no,6,25,aug,68,no
44,technician,divorced,secondary,no,242,no,no,4,25,aug,69,no
55,self-employed,married,secondary,no,198,no,no,6,25,aug,111,no
51,blue-collar,married,primary,no,7134,no,no,7,25,aug,36,no
34,management,married,tertiary,no,8,no,no,4,25,aug,169,no
35,technician,divorced,tertiary,no,-995,yes,yes,4,25,aug,734,no
37,technician,married,tertiary,no,0,yes,no,4,25,aug,484,no
48,management,married,tertiary,no,190,no,no,22,25,aug,14,no
41,technician,married,secondary,no,1190,no,no,4,25,aug,69,no
43,technician,married,secondary,no,275,no,no,6,25,aug,69,no
50,retired,divorced,tertiary,no,-300,no,yes,4,25,aug,692,no
33,technician,married,secondary,no,0,no,no,8,25,aug,296,no
60,management,married,tertiary,yes,-311,no,no,6,25,aug,151,no
46,blue-collar,married,secondary,no,1272,no,no,4,25,aug,164,no
34,housemaid,single,tertiary,no,43,no,no,8,25,aug,198,no
47,blue-collar,married,primary,no,85,no,no,4,25,aug,454,no
30,management,single,tertiary,no,73,no,no,6,25,aug,114,no
48,blue-collar,married,primary,no,193,no,yes,10,25,aug,64,no
33,technician,single,tertiary,no,6,no,no,4,25,aug,30,no
35,management,single,tertiary,no,0,no,no,6,25,aug,81,no
50,management,married,tertiary,no,1396,no,no,6,25,aug,731,yes
34,management,married,secondary,no,15,no,no,7,25,aug,184,no
48,unknown,married,unknown,no,558,no,no,6,25,aug,433,no
32,management,single,tertiary,no,776,no,no,8,25,aug,361,no
54,blue-collar,married,secondary,no,2255,no,no,6,25,aug,304,no
52,technician,married,secondary,no,141,no,no,7,25,aug,160,no
31,management,single,tertiary,no,0,no,no,6,25,aug,101,no
32,management,married,secondary,no,251,no,no,6,25,aug,272,no
49,blue-collar,married,primary,no,-117,no,no,6,25,aug,53,no
38,management,divorced,tertiary,no,162,no,no,4,25,aug,323,no
33,entrepreneur,married,tertiary,no,-886,yes,yes,6,25,aug,103,no
55,management,single,tertiary,no,1498,no,no,5,25,aug,340,no
47,technician,divorced,secondary,no,157,yes,no,8,25,aug,163,no
35,technician,single,secondary,no,-816,no,no,19,25,aug,54,no
31,technician,single,secondary,no,105,no,no,4,25,aug,87,no
56,management,married,tertiary,no,154,no,no,6,25,aug,454,no
39,self-employed,married,secondary,no,454,yes,no,8,25,aug,171,no
30,management,married,tertiary,no,4874,yes,no,10,25,aug,134,no
52,technician,married,secondary,no,306,no,no,4,25,aug,265,no
51,unemployed,married,secondary,no,1052,no,no,4,25,aug,280,no
59,retired,married,primary,no,255,no,yes,6,25,aug,62,no
34,technician,single,tertiary,no,6742,no,no,6,25,aug,318,no
33,technician,single,secondary,no,31,no,yes,3,25,aug,131,no
55,services,married,primary,no,269,no,no,4,25,aug,89,no
34,management,single,tertiary,no,280,no,no,11,25,aug,119,no
51,services,married,secondary,no,135,no,no,4,25,aug,105,no
32,technician,single,secondary,no,309,yes,yes,3,25,aug,99,no
53,technician,single,secondary,no,925,no,no,3,25,aug,930,yes
35,management,married,tertiary,no,0,no,no,4,25,aug,484,no
57,retired,married,secondary,no,49,yes,yes,4,25,aug,93,no
42,technician,married,secondary,no,827,no,no,3,25,aug,153,no
32,management,single,tertiary,no,1882,no,no,5,25,aug,497,yes
33,management,married,tertiary,no,130,no,no,8,25,aug,121,no
44,management,married,tertiary,no,792,no,no,7,25,aug,630,yes
41,management,divorced,tertiary,no,1064,no,no,4,25,aug,81,no
36,management,single,tertiary,no,1841,yes,no,4,25,aug,141,no
40,management,married,tertiary,no,24450,no,no,2,25,aug,73,no
40,technician,single,secondary,no,103,no,no,7,25,aug,106,no
45,blue-collar,married,secondary,no,1335,yes,no,2,25,aug,702,no
31,management,married,tertiary,no,29230,no,no,9,25,aug,50,no
48,services,married,primary,no,337,no,no,12,25,aug,770,no
33,technician,single,secondary,no,79,yes,no,3,25,aug,163,no
39,management,divorced,tertiary,no,355,yes,no,5,25,aug,313,no
55,technician,divorced,secondary,no,61,yes,yes,3,25,aug,113,no
31,technician,married,secondary,no,518,yes,no,2,25,aug,348,no
30,management,single,tertiary,no,4213,no,no,4,25,aug,142,no
31,technician,single,tertiary,no,1051,no,no,4,25,aug,106,no
32,technician,single,secondary,no,230,yes,no,8,25,aug,256,no
54,management,divorced,tertiary,no,3777,no,no,2,25,aug,56,no
45,blue-collar,married,primary,no,179,no,no,3,25,aug,122,no
56,services,married,secondary,no,17,no,yes,5,25,aug,342,no
30,technician,single,secondary,no,276,no,yes,5,25,aug,159,no
57,technician,married,secondary,no,109,no,no,4,25,aug,124,no
58,management,married,tertiary,no,657,no,no,3,25,aug,378,no
55,blue-collar,married,primary,no,2275,no,no,9,25,aug,139,no
31,technician,single,tertiary,no,244,no,no,4,25,aug,170,no
47,blue-collar,married,primary,no,259,no,no,5,25,aug,83,no
31,entrepreneur,single,tertiary,no,95,no,no,5,25,aug,51,no
59,management,divorced,tertiary,no,6144,yes,no,5,25,aug,56,no
40,housemaid,married,primary,no,34,no,no,4,25,aug,115,no
52,technician,married,secondary,no,981,no,no,4,25,aug,43,no
47,blue-collar,married,primary,no,799,no,no,4,25,aug,67,no
47,blue-collar,married,unknown,yes,162,no,no,3,25,aug,366,yes
41,technician,married,tertiary,no,63,no,no,3,25,aug,36,no
45,services,married,secondary,no,222,no,no,11,25,aug,119,no
32,management,married,tertiary,no,1900,no,no,16,25,aug,121,no
32,management,single,tertiary,no,3367,no,no,4,25,aug,153,no
38,technician,married,secondary,no,0,no,no,5,25,aug,431,no
32,technician,married,secondary,no,255,no,yes,5,25,aug,63,no
30,management,single,tertiary,no,420,no,no,3,25,aug,618,no
45,technician,married,tertiary,no,285,no,no,7,25,aug,202,no
46,blue-collar,married,primary,no,185,no,no,10,25,aug,226,no
31,management,married,tertiary,no,166,no,no,6,25,aug,392,no
30,management,single,tertiary,no,0,no,no,18,25,aug,144,no
52,management,married,tertiary,no,3163,no,no,6,25,aug,56,no
31,technician,single,tertiary,no,23,no,no,3,25,aug,121,no
35,technician,married,secondary,no,31,no,no,8,25,aug,390,no
49,technician,married,secondary,no,5244,no,no,4,25,aug,60,no
51,self-employed,married,primary,no,1242,no,no,11,25,aug,75,no
48,services,married,secondary,no,4300,yes,yes,6,25,aug,99,no
34,management,married,tertiary,no,224,no,no,5,25,aug,108,no
49,admin.,married,secondary,no,272,no,yes,18,25,aug,146,no
34,technician,married,secondary,no,354,no,no,3,25,aug,358,no
54,management,married,tertiary,no,1451,no,no,7,25,aug,308,no
54,management,married,tertiary,no,1331,no,no,9,25,aug,240,no
34,management,single,tertiary,no,94,no,no,11,25,aug,45,no
43,management,single,tertiary,no,778,yes,no,5,25,aug,230,no
48,admin.,married,secondary,no,44,no,yes,3,25,aug,98,no
38,technician,single,secondary,no,46,no,no,2,25,aug,90,no
57,housemaid,married,primary,no,1303,no,no,4,25,aug,83,no
59,blue-collar,married,primary,no,0,no,no,5,25,aug,128,no
39,technician,single,secondary,no,0,no,no,9,25,aug,194,no
49,management,married,secondary,no,338,no,no,3,25,aug,941,no
51,services,married,secondary,no,917,no,no,6,25,aug,56,no
34,technician,married,secondary,no,1035,no,no,10,25,aug,1374,yes
31,technician,married,secondary,no,0,no,no,6,25,aug,249,no
51,retired,married,tertiary,no,746,no,no,5,25,aug,372,yes
34,management,married,secondary,no,333,no,no,4,26,aug,90,no
50,management,married,tertiary,no,161,no,no,17,26,aug,19,no
38,management,married,tertiary,no,93,yes,no,4,26,aug,69,no
44,blue-collar,married,secondary,no,268,no,no,5,26,aug,127,no
40,entrepreneur,married,secondary,no,50,no,no,6,26,aug,63,no
44,management,married,tertiary,no,3674,no,no,3,26,aug,122,no
42,management,married,tertiary,no,0,no,no,16,26,aug,179,no
30,technician,single,secondary,no,1499,no,no,21,26,aug,66,no
41,management,married,tertiary,no,771,yes,no,8,26,aug,106,no
51,management,married,tertiary,no,9864,no,no,4,26,aug,69,no
42,management,married,tertiary,no,295,yes,no,3,26,aug,109,no
57,technician,divorced,tertiary,no,437,no,no,5,26,aug,435,no
39,technician,divorced,secondary,no,807,yes,yes,6,26,aug,209,no
32,management,single,tertiary,no,2536,yes,no,6,26,aug,958,yes
34,student,single,tertiary,no,1322,no,no,3,26,aug,170,no
53,blue-collar,married,secondary,no,392,no,no,6,26,aug,95,no
60,unknown,married,unknown,no,17297,no,no,11,26,aug,664,yes
54,blue-collar,married,primary,no,7073,no,no,6,26,aug,479,no
61,management,married,tertiary,no,7935,no,no,17,26,aug,427,no
52,blue-collar,married,primary,no,1401,no,no,8,26,aug,77,no
52,technician,married,secondary,no,526,no,yes,6,26,aug,60,no
37,management,married,tertiary,no,675,no,no,13,26,aug,49,no
47,admin.,married,secondary,no,175,yes,no,7,26,aug,102,no
33,technician,single,secondary,no,0,no,no,4,26,aug,73,no
35,technician,single,tertiary,no,973,no,no,9,26,aug,109,no
37,self-employed,married,secondary,no,111,no,no,8,26,aug,179,no
32,technician,single,secondary,no,39,no,no,11,26,aug,175,no
35,technician,married,secondary,no,5535,no,no,15,26,aug,0,no
46,admin.,married,secondary,no,22,no,no,6,26,aug,388,yes
41,management,married,tertiary,no,2251,no,no,9,26,aug,338,no
37,technician,married,secondary,no,1578,no,yes,6,26,aug,85,no
51,technician,married,tertiary,no,87,no,no,7,26,aug,42,no
51,management,divorced,secondary,no,292,no,no,9,26,aug,146,no
45,blue-collar,married,secondary,no,2,no,no,10,26,aug,105,no
35,management,married,tertiary,no,1285,no,no,4,26,aug,100,no
58,retired,married,primary,no,1,no,no,4,26,aug,112,no
53,blue-collar,married,primary,no,18,no,no,4,26,aug,55,no
54,management,divorced,tertiary,no,2625,yes,no,3,26,aug,67,no
39,management,married,tertiary,no,309,no,no,14,26,aug,94,no
32,technician,divorced,secondary,no,409,no,yes,4,26,aug,74,no
35,management,single,tertiary,no,714,yes,no,22,26,aug,135,no
48,management,married,tertiary,no,0,no,no,5,26,aug,60,no
30,technician,single,tertiary,no,10,no,no,8,26,aug,276,no
49,admin.,married,secondary,no,0,no,no,4,26,aug,159,no
31,technician,single,tertiary,no,7005,no,no,4,26,aug,171,no
51,blue-collar,married,primary,no,19,no,no,10,26,aug,26,no
43,technician,divorced,secondary,no,1326,no,no,2,26,aug,93,no
47,technician,divorced,secondary,no,32,no,yes,2,26,aug,137,no
34,management,single,tertiary,no,250,no,no,2,26,aug,64,no
56,housemaid,married,primary,no,0,no,no,2,26,aug,102,no
53,technician,married,secondary,no,206,no,no,6,26,aug,87,no
46,technician,married,secondary,no,1596,yes,no,7,26,aug,106,no
33,technician,married,tertiary,no,-370,yes,no,7,26,aug,108,no
33,management,single,tertiary,no,0,no,no,2,26,aug,60,no
34,management,single,tertiary,no,436,no,no,2,26,aug,312,no
39,housemaid,married,unknown,no,0,no,no,2,26,aug,92,no
33,technician,single,secondary,no,659,no,no,2,26,aug,274,no
51,admin.,married,secondary,no,50,no,no,2,26,aug,178,no
51,blue-collar,married,primary,no,176,no,yes,2,26,aug,80,no
49,unemployed,married,primary,no,50,no,no,2,26,aug,169,no
41,technician,single,tertiary,no,1413,no,no,5,26,aug,81,no
57,technician,married,tertiary,no,31,no,yes,2,26,aug,395,no
44,management,married,tertiary,yes,-11,no,no,5,26,aug,317,no
51,services,married,secondary,no,276,no,no,2,26,aug,217,no
52,blue-collar,married,secondary,no,60,no,yes,2,26,aug,196,no
31,entrepreneur,married,tertiary,no,-231,yes,no,2,26,aug,221,no
38,housemaid,married,primary,no,21,no,no,2,26,aug,634,no
38,technician,married,secondary,no,-6,no,no,2,26,aug,700,no
54,technician,married,tertiary,no,446,no,no,6,26,aug,67,no
42,unknown,married,unknown,no,222,no,no,16,26,aug,80,no
47,blue-collar,married,primary,no,0,no,no,4,26,aug,185,no
35,technician,single,tertiary,no,7838,no,no,23,26,aug,17,no
49,blue-collar,married,primary,no,3478,no,no,4,26,aug,165,no
33,technician,single,secondary,no,121,no,no,6,26,aug,210,no
31,management,married,tertiary,no,0,no,no,2,26,aug,76,no
45,technician,divorced,secondary,no,0,no,no,2,26,aug,64,no
55,management,divorced,tertiary,no,-612,no,no,2,26,aug,131,no
30,management,single,tertiary,no,15,no,yes,2,26,aug,252,no
43,management,married,secondary,no,17555,no,no,14,26,aug,14,no
45,management,married,tertiary,yes,-190,no,yes,4,26,aug,92,no
54,management,married,tertiary,no,0,no,no,3,26,aug,748,no
31,technician,single,secondary,no,218,no,no,4,26,aug,267,no
48,technician,married,tertiary,no,0,no,no,15,26,aug,176,no
60,retired,married,unknown,no,1396,no,yes,2,26,aug,104,no
38,technician,married,secondary,no,0,no,no,4,26,aug,65,no
32,technician,single,secondary,no,0,no,no,2,26,aug,181,no
36,technician,single,tertiary,no,4644,no,no,12,26,aug,29,no
43,management,divorced,tertiary,no,-166,yes,yes,2,26,aug,176,no
51,blue-collar,married,primary,no,6343,yes,no,20,26,aug,28,no
48,technician,married,secondary,no,2688,no,yes,2,26,aug,610,no
54,technician,married,secondary,no,965,no,no,4,26,aug,345,no
30,management,single,secondary,no,19,no,no,2,26,aug,191,no
59,management,divorced,tertiary,no,3096,no,no,17,26,aug,18,no
34,technician,single,secondary,no,94,yes,no,2,26,aug,541,no
40,technician,divorced,secondary,no,0,no,no,2,26,aug,67,no
32,technician,single,secondary,no,316,no,no,2,26,aug,137,no
59,retired,married,tertiary,no,0,no,no,2,26,aug,94,no
35,technician,single,secondary,no,0,no,no,2,26,aug,259,no
55,blue-collar,married,secondary,no,630,no,no,2,26,aug,146,no
47,blue-collar,married,primary,no,0,no,no,2,26,aug,292,no
46,blue-collar,married,secondary,no,3,no,no,14,26,aug,153,no
56,technician,married,tertiary,no,272,no,no,2,26,aug,103,no
47,management,married,secondary,no,414,no,no,2,26,aug,142,no
45,management,divorced,tertiary,no,0,no,no,2,26,aug,392,no
31,management,single,tertiary,no,29,no,no,2,26,aug,179,no
45,blue-collar,married,primary,no,512,no,no,2,26,aug,123,no
31,technician,single,tertiary,no,17,no,no,2,26,aug,239,no
35,technician,married,tertiary,no,188,no,no,2,26,aug,286,no
44,management,single,secondary,no,813,no,no,2,26,aug,358,no
44,management,married,tertiary,no,1752,no,no,2,26,aug,312,no
33,management,married,tertiary,no,0,no,no,2,26,aug,126,no
55,retired,married,secondary,no,273,no,no,2,26,aug,417,no
54,admin.,married,tertiary,no,19,no,no,2,26,aug,131,no
53,technician,married,secondary,no,0,no,no,2,26,aug,392,no
37,technician,married,secondary,no,827,yes,yes,16,26,aug,85,no
40,management,single,tertiary,no,0,yes,no,16,26,aug,24,no
36,management,married,tertiary,no,1313,no,no,6,26,aug,80,no
47,services,married,secondary,no,1764,no,yes,6,26,aug,119,no
49,blue-collar,married,secondary,no,1219,yes,no,5,26,aug,168,no
31,technician,single,secondary,no,798,no,no,10,26,aug,66,no
41,management,married,tertiary,no,725,no,no,10,26,aug,460,no
42,management,married,tertiary,no,154,no,no,10,26,aug,183,no
49,services,married,secondary,no,0,no,no,4,26,aug,189,no
52,services,married,secondary,no,431,no,no,17,26,aug,73,no
30,technician,single,secondary,no,9645,no,yes,10,26,aug,130,no
32,management,single,tertiary,no,5167,no,no,18,26,aug,10,no
47,services,married,secondary,no,612,no,no,4,26,aug,139,no
58,blue-collar,married,primary,no,0,no,no,4,26,aug,168,no
33,management,single,secondary,no,0,no,no,2,26,aug,99,no
36,management,married,tertiary,no,0,no,no,3,26,aug,97,no
30,technician,single,secondary,no,73,no,yes,2,26,aug,43,no
60,blue-collar,married,primary,no,11,no,no,10,26,aug,15,no
48,management,married,tertiary,no,0,yes,no,2,26,aug,204,no
31,admin.,married,secondary,yes,-51,no,yes,2,26,aug,173,no
46,blue-collar,married,primary,no,588,yes,no,4,26,aug,260,no
51,technician,divorced,secondary,no,-471,no,no,2,26,aug,169,no
50,blue-collar,married,secondary,no,579,no,no,4,26,aug,83,no
41,technician,married,tertiary,no,231,no,no,2,26,aug,428,yes
59,technician,divorced,secondary,no,2,no,no,2,26,aug,164,no
33,technician,single,tertiary,no,3773,no,no,4,26,aug,124,no
32,management,married,tertiary,no,-55,yes,no,4,26,aug,107,no
35,admin.,married,tertiary,no,6,no,no,2,26,aug,130,no
44,technician,married,secondary,no,608,no,no,2,26,aug,128,no
37,management,single,tertiary,no,9,no,no,2,26,aug,484,no
60,retired,married,primary,no,5,no,no,2,26,aug,63,no
42,management,single,tertiary,no,145,no,no,2,26,aug,174,no
53,management,married,tertiary,no,0,no,no,2,26,aug,240,no
47,blue-collar,married,primary,no,0,no,no,4,26,aug,71,no
49,management,married,tertiary,no,108,no,no,6,26,aug,210,no
33,management,married,tertiary,no,544,no,yes,4,26,aug,111,no
35,management,married,tertiary,no,0,no,no,2,26,aug,436,no
47,blue-collar,married,secondary,no,581,yes,no,6,26,aug,79,no
38,management,married,tertiary,no,0,yes,no,38,26,aug,22,no
38,management,married,tertiary,no,0,no,no,4,26,aug,101,no
35,management,married,tertiary,no,38,no,no,8,26,aug,194,no
48,management,married,tertiary,no,4852,no,no,11,26,aug,41,no
42,technician,single,secondary,no,275,no,no,8,26,aug,31,no
47,self-employed,married,tertiary,no,1245,no,no,15,26,aug,17,no
35,management,married,tertiary,no,841,no,no,6,26,aug,301,no
52,management,single,tertiary,no,83,no,no,6,26,aug,1223,yes
30,management,married,secondary,yes,471,yes,no,4,26,aug,73,no
35,technician,single,secondary,no,79,yes,no,16,26,aug,12,no
42,management,divorced,tertiary,no,1243,no,no,4,26,aug,1000,yes
45,technician,married,secondary,no,34,no,no,4,26,aug,333,no
48,management,married,primary,no,2537,no,no,6,26,aug,219,no
47,services,married,secondary,no,284,no,no,5,26,aug,266,no
60,management,married,tertiary,no,0,no,no,6,26,aug,362,no
44,management,married,tertiary,no,254,no,no,6,26,aug,224,no
46,services,married,secondary,no,301,no,no,7,26,aug,241,no
56,technician,divorced,secondary,no,0,no,no,8,26,aug,471,no
50,blue-collar,married,primary,no,1617,no,no,4,26,aug,55,no
31,self-employed,married,tertiary,no,3220,no,no,4,26,aug,74,no
32,technician,single,secondary,no,-5,no,yes,4,26,aug,300,no
35,management,married,tertiary,no,231,no,no,6,26,aug,130,no
32,management,single,tertiary,yes,5,yes,no,4,26,aug,520,no
41,management,single,tertiary,no,236,no,no,4,26,aug,72,no
52,self-employed,divorced,secondary,no,385,no,yes,4,26,aug,96,no
48,management,single,tertiary,no,505,no,no,5,26,aug,320,no
43,technician,married,secondary,no,10,no,no,16,26,aug,301,no
37,management,single,tertiary,no,-533,no,no,4,26,aug,234,no
30,technician,single,secondary,no,7,no,no,4,26,aug,75,no
35,management,married,tertiary,no,71,no,yes,4,26,aug,78,no
37,management,married,tertiary,no,725,no,no,13,26,aug,162,no
33,technician,married,secondary,no,2362,yes,no,4,26,aug,271,no
45,admin.,married,secondary,no,434,no,no,4,26,aug,76,no
34,management,single,tertiary,no,4687,no,no,19,26,aug,10,no
50,blue-collar,married,primary,no,370,yes,no,6,26,aug,39,no
35,management,single,tertiary,no,0,no,no,20,26,aug,30,no
39,technician,single,secondary,no,3867,no,no,12,26,aug,257,no
33,technician,married,secondary,no,362,no,yes,6,26,aug,160,no
60,admin.,married,primary,no,41,no,no,6,26,aug,140,no
34,management,married,tertiary,no,297,yes,no,4,26,aug,63,no
36,entrepreneur,divorced,tertiary,no,219,no,no,4,26,aug,358,no
31,management,single,tertiary,no,0,no,no,6,26,aug,120,no
33,technician,single,secondary,no,487,yes,no,14,26,aug,532,no
49,self-employed,married,secondary,no,0,no,no,6,26,aug,175,no
42,housemaid,married,tertiary,no,0,no,no,10,26,aug,112,no
51,services,married,primary,no,10150,yes,no,5,26,aug,157,no
57,services,married,secondary,no,1113,no,no,20,26,aug,264,no
31,management,married,tertiary,no,392,no,no,3,26,aug,119,no
55,self-employed,married,secondary,yes,0,no,no,5,26,aug,172,no
33,technician,single,tertiary,no,469,no,no,9,26,aug,158,no
45,management,married,tertiary,no,22815,no,no,8,26,aug,653,no
39,management,single,tertiary,no,1092,no,no,7,26,aug,205,no
36,management,married,tertiary,no,23,no,no,11,26,aug,133,no
32,management,married,secondary,no,0,no,no,3,26,aug,277,no
34,technician,single,secondary,no,1974,no,no,3,26,aug,603,no
30,technician,single,tertiary,no,1271,yes,no,5,26,aug,303,no
31,technician,single,tertiary,no,25,no,no,16,26,aug,265,no
31,admin.,married,secondary,no,734,no,no,9,26,aug,195,no
52,self-employed,married,secondary,no,517,no,no,4,26,aug,77,no
44,management,married,tertiary,no,0,no,no,4,26,aug,130,no
31,unemployed,married,tertiary,no,7744,no,no,8,26,aug,377,no
45,blue-collar,married,primary,no,0,no,no,2,26,aug,454,no
30,management,single,tertiary,no,21,no,no,7,26,aug,61,no
39,technician,single,secondary,no,69,no,no,3,26,aug,183,no
37,technician,single,secondary,no,-274,yes,no,5,26,aug,218,no
46,management,married,tertiary,no,326,no,no,7,26,aug,182,no
58,services,married,secondary,no,382,no,no,4,26,aug,384,no
31,management,single,tertiary,no,1,no,no,5,26,aug,107,no
38,technician,married,secondary,no,257,no,no,10,26,aug,57,no
32,management,single,tertiary,no,631,no,no,5,26,aug,145,no
30,technician,single,secondary,no,893,no,no,3,26,aug,45,no
34,technician,married,secondary,no,1005,no,no,7,26,aug,209,no
35,technician,single,secondary,no,915,no,yes,3,26,aug,89,no
46,services,married,secondary,no,12,no,no,3,26,aug,225,no
56,admin.,married,secondary,no,370,no,no,12,26,aug,128,no
59,self-employed,married,primary,no,745,no,no,9,26,aug,168,no
52,blue-collar,married,primary,no,382,no,yes,7,26,aug,98,no
34,technician,married,secondary,no,479,no,no,2,26,aug,65,no
52,admin.,divorced,unknown,no,0,no,no,4,26,aug,168,no
54,blue-collar,married,primary,no,1111,no,no,9,26,aug,385,no
30,management,single,tertiary,no,796,no,yes,13,26,aug,366,no
